Disease Name,Symptoms
Polycythemia vera,"In people with PV, there are too many red blood cells in the blood. This results in thicker blood, which can't flow through small blood vessels normally, leading to symptoms such as:; Trouble breathing when lying down; Dizziness; Feeling tired all the time; Full feeling in the left upper abdomen (due to enlarged spleen); Headache; Itchiness, especially after a warm bath; Red skin coloring, especially of the face; Shortness of breath; Symptoms of blood clots in veins near the skin surface (phlebitis); Vision problems; Ringing in the ears (tinnitus); Joint pain"
Hemolytic anemia caused by chemicals and toxins,
Mononucleosis,"Mono may begin slowly with fatigue, a general ill feeling, headache, and sore throat. The sore throat slowly gets worse. Your tonsils become swollen and develop a whitish-yellow covering. Often, the lymph nodes in the neck are swollen and painful.; A pink, measles-like rash can occur, and is more likely if you take the medicine ampicillin or amoxicillin for a throat infection. (Antibiotics should typically not given without a test that shows you have a strep infection.); Common symptoms of mono include:; Less common symptoms are:; Drowsiness; Fever; General discomfort, uneasiness, or ill feeling; Loss of appetite; Muscle aches or stiffness; Rash; Sore throat; Swollen lymph nodes, most often in the neck and armpit; Chest pain; Cough; Fatigue; Headache; Hives; Jaundice (yellow color to the skin and whites of the eyes); Neck stiffness; Nosebleed; Rapid heart rate; Sensitivity to light; Shortness of breath"
Hairy cell leukemia,Symptoms of HCL may include any of the following:; Easy bruisingÂ or bleeding; Heavy sweating (especially at night); Fatigue and weakness; Feeling full after eating only a small amount; Recurrent infections and fevers; Pain or fullness in the upper left belly (enlarged spleen); Swollen lymph glands; Weight loss
Peripheral neuropathy,"Symptoms depend on which nerve is damaged, and whether the damage affectsÂ one nerve, several nerves, or the whole body.; PAIN AND NUMBNESS; Tingling or burning in the arms and legs may be an early sign of nerve damage. These feelings often start in your toes and feet. You may have deep pain. This often happens in the feet and legs.; You may lose feeling in your legs and arms. Because of this, you may not notice when you step on something sharp. You may not notice when youÂ touch something that is too hot or cold, like the water in a bathtub. You may not know when you have a small blister or sore on your feet.; Numbness may make it harder to tell where your feet are moving and can cause a loss of balance.; MUSCLE PROBLEMS; Damage to the nerves can make it harder to control muscles. It can also cause weakness. You may notice problems moving a part of your body. You may fall because your legs buckle. You may trip over your toes.; Doing tasks such as buttoning a shirt may be harder. You may also notice that your muscles twitch or cramp. Your muscles may become smaller.; PROBLEMS WITH BODY ORGANS; People with nerve damage may have problems digesting food. You may feel full or bloated and have heartburn after eating only a little food. Sometimes, you may vomit food that has not been digested well. You may have either loose stools or hard stools. Some people have problems swallowing.; Damage to the nerves to your heart may cause you to feel lightheaded, or faint, when you stand up.; Angina is the warning chest pain for some heart diseases and heart attack. Nerve damage may hide this warning sign. You should learn other warning signs of a heart attack. They are sudden fatigue, sweating, shortness of breath, nausea, and vomiting.; OTHER SYMPTOMS OF NERVE DAMAGE; Sexual problems. Men may have problems with erections. Women may have trouble with vaginal dryness or orgasm.; Some people may not be able to tell when their blood sugar gets too low.; Bladder problems. You may leak urine. You may not be able to tell when your bladder is full. Some people are not able to empty their bladder.; You may sweat too little or too much. This may cause problems controlling your body temperature."
Choroidal dystrophies,
Plague,"There are three types of plague: bubonic, septicemic, and pneumonic.; Bubonic plague is an infection of the lymph nodes. It is the most common type of plague in the United States. Flea bites are usually the cause. Bubonic plague symptoms appear suddenly, usually 2 to 8 days after exposure to the bacteria. Symptoms include:; Septicemic plague is an infection of the blood. It may occur from a flea bite or from handling an infected animal. It can also occur from untreated bubonic plague. Septicemic plague may cause death even before severe symptoms occur. Symptoms can include:; Pneumonic plague is an infection of the lungs. This is the most serious form and is what can cause epidemics to occur. It can occur from inhaling respiratory droplets from an infected human or animal (cat). It is the only type that spreads between humans. Untreated bubonic or septicemic plague can also develop into pneumonic plague when bacteria spread to the lungs.; Pneumonic plague symptoms appear suddenly, typically 1 to 3 days after exposure. Pneumonia develops rapidly and symptoms include:; Human-to-human transmission of plague has not occurred in the United States since 1925.; Fever and chills; General ill feeling (malaise); Headache; Muscle pain; Seizures; Smooth, painful lymph gland swelling called buboes that are commonly found in the groin, but may occur in the armpits or neck, most often at the site of the infection (flea bite or animal scratch). Pain may start before the swelling appears; Abdominal pain; Bleeding due to blood clotting problems; Diarrhea; Fever; Nausea, vomiting; Extreme weakness; Shock; Bleeding into the skin and organs; Tissue death (skin turns black and dies) on fingers, toes, and nose.; Severe cough; Difficulty breathing and pain in the chest when breathing deeply; Weakness; Fever and chills; Headache; Frothy, bloody sputum; Respiratory failure; Shock"
Brucellosis,"Acute brucellosis may begin with mild flu-like symptoms, or symptoms such as:; High fever spikes often occur every afternoon. The name undulant fever is often used to describe this disease because the fever rises and falls in waves.; The illness may be chronic and last for years.; Abdominal pain; Back pain; Fever and chills; Excessive sweating; Fatigue; Headache; Joint and muscle pain; Loss of appetite; Swollen glands; Weakness; Weight loss"
Botulism,"Symptoms often appear 8 to 36 hours after you eat food contaminated with the toxin. There is no fever with this infection.; In adults, symptoms may include:; Symptoms in infants may include:; Abdominal cramps; Breathing difficulty that may lead to respiratory failure; Difficulty swallowing and speaking; Double vision; Nausea; Vomiting; Weakness with paralysis (equal on both sides of the body); Constipation; Drooling; Poor feeding and weak sucking; Respiratory distress; Weak cry; Weakness, loss of muscle tone"
Actinomycosis,"Symptoms may include any of the following:; Draining sores in the skin, especially on the chest wall from lung infection with Actinomyces; Fever; Mild or no pain; Swelling or a hard, red to reddish-purple lump on the face or upper neck; Weight loss"
Epiglottitis,"Epiglottitis begins with a high fever and sore throat. Other symptoms may include:; The airways can become totally blocked, which can result in cardiac arrest and death.; Abnormal breathing sounds (stridor); Fever; Blue skin color (cyanosis); Drooling; Difficulty breathing (the person may need to sit upright and lean slightly forward to breathe); Difficulty swallowing; Voice changes (hoarseness)"
Herpes - oral,"Some people get mouth ulcers when they first come into contact with HSV-1 virus. Others have no symptoms. Symptoms most often occur in kids between 1 and 5 years old.; Symptoms may be mild or severe. They most often appear within 1 to 3 weeks after you come into contact with the virus. They may last up to 3 weeks.; Warning symptoms include:; Before blisters appear, you may have:; Blisters or a rash may form on your:; When many blisters are present, it is called an outbreak. You may have:; Symptoms may be triggered by:; If the symptoms return later, they are usually milder in most cases.; Itching of the lips or skin around the mouth; Burning near the lips or mouth area; Tingling near the lips or mouth area; Sore throat; Fever; Swollen glands in the face or neck; Painful swallowing; Gums; Lips; Mouth; Throat; Red blisters that break open and leak; Small blisters filled with clear yellowish fluid; Several smaller blisters that may grow together into a large blister; Yellow and crusty blister as it heals, which eventually turns into pink skin; Menstruation or hormone changes; Being out in the sun; Fever; Stress"
