Disease Name,Symptoms
Muscular dystrophy,"The main symptom of muscular dystrophy is muscle weakness that becomes worse over time. This makes everyday tasks harder to do. The type of muscular dystrophy that a person has determines the:
There are over 30 types of muscular dystrophy. Here are some of the main types along with key symptoms.
This is the most common form. Girls can carry the gene change that causes the disease, and some have symptoms. But this type of muscular dystrophy is much more common in boys.
Most often, the symptoms of Duchenne muscular dystrophy start in early childhood. The symptoms can include challenges with movement, such as:
Other symptoms can include:
The symptoms of this type are like those of Duchenne muscular dystrophy, but Becker muscular dystrophy tends to be milder, and it becomes worse more slowly. In general, symptoms start in the teens or early adulthood. They might not occur until the mid-20s or later.
Age range at which the symptoms start.
Muscle groups that are affected.
Late walking.
Frequent falls.
Trouble rising from the floor or a lying or seated position.
Trouble running, jumping or climbing stairs.
Waddling gait.
Walking on the toes or the balls of the feet.
Large calf muscles.
Muscle pain and stiffness.
Learning or behavior-related challenges.
Delayed growth.
The symptoms of this type often start by age 10. Emery-Dreifuss muscular dystrophy causes certain joints to become stiff. Early on, some children may walk on their toes due to stiff tendons in the heels. They also may have trouble bending the elbows. This type of muscular dystrophy also causes muscles in the shoulders, upper arms and calves to slowly waste and weaken. Some people with the disease develop heart conditions that can cause fainting. Heart conditions need to be watched closely by a healthcare team.
FSHD) With this type, muscle weakness usually starts in the face, shoulders and upper arms. The weakness often affects one side of the body more than the other. When muscles around the eyes are affected, that can cause trouble fully closing the eyelids and lead to dryness of the eye. When the shoulders are affected, the shoulder blades might stick out like wings when the arms are raised. Sometimes, mild hearing loss also may occur. The symptoms of FSHD tend to start in the teenage years.
There are many types of congenital MD. These types cause symptoms at birth or before age 2. Most children with congenital muscular dystrophy have muscle weakness that becomes worse. But some forms of congenital muscular dystrophy progress slowly and cause mild disability. Others become worse quickly and cause serious health challenges. Babies with muscle weakness or lack of muscle tone can seem ""floppy."" Later on, babies and toddlers might take longer than usual to roll over, sit up or walk. Or they might not meet certain milestones of development at all.
This type often affects muscles around the shoulders and hips. Some people with limb-girdle dystrophy develop minor disabilities over time. Others develop serious trouble using their arms or legs to do everyday activities, such as walking or carrying things. The age at which symptoms start, how serious they become and how quickly they get worse varies.
This type tends to weaken the eyelids and the throat muscles. It's also been linked with muscle weakness in the limbs and near the center of the body from top to bottom. It can cause trouble swallowing, weakness of the tongue and drooping eyelids. In time, some people also have trouble with movement. Symptoms often start in the 40s and 50s, and they become worse slowly."
Myalgic encephalomyelitis/chronic fatigue syndrome (ME/CFS),"Symptoms ofME/CFScan vary from person to person, and the severity of symptoms can fluctuate from day to day. In addition to fatigue, symptoms may include:
Problems with memory or thinking skills.
Dizziness that worsens with moving from lying down or sitting to standing.
Muscle or joint pain.
Unrefreshing sleep."
Myasthenia gravis,"Muscle weakness caused by myasthenia gravis gets worse when the affected muscle is used. Because symptoms usually get better with rest, muscle weakness can come and go. However, the symptoms tend to progress over time. They usually reach their worst within a few years after the disease begins.
Myasthenia gravis may affect any of the muscles that you can control. Certain muscle groups are more commonly affected than others."
Myelin oligodendrocyte glycoprotein antibody-associated disease (MOGAD),"MOGADcauses painful swelling, known as inflammation. Symptoms are caused by attacks from:
Inflammation of the optic nerve.Called optic neuritis, this condition may lead to vision loss in one or both eyes and eye pain that gets worse with eye movement. Optic neuritis in children may be mistaken for a headache.
Inflammation of the brain and spinal cord.Called acute disseminated encephalomyelitis, also known as ADEM, this condition may lead to vision loss, weakness, unsteady walk and confusion.ADEMis more common in children withMOGAD.
Other symptoms ofMOGADmay include:
Seizures.
Headaches.
Fever."
Myelodysplastic syndromes,"In time, myelodysplastic syndromes might cause:
Fatigue
Shortness of breath
Unusual paleness (pallor), which occurs due to a low red blood cell count (anemia)
Easy or unusual bruising or bleeding, which occurs due to a low blood platelet count (thrombocytopenia)
Pinpoint-sized red spots just beneath the skin that are caused by bleeding (petechiae)
Frequent infections, which occur due to a low white blood cell count (leukopenia)"
Myelodysplastic syndromes,"In time, myelodysplastic syndromes might cause:
Fatigue
Shortness of breath
Unusual paleness (pallor), which occurs due to a low red blood cell count (anemia)
Easy or unusual bruising or bleeding, which occurs due to a low blood platelet count (thrombocytopenia)
Pinpoint-sized red spots just beneath the skin that are caused by bleeding (petechiae)
Frequent infections, which occur due to a low white blood cell count (leukopenia)"
Myelofibrosis,"Myelofibrosis signs and symptoms may include:
Feeling tired, weak or short of breath.
Pain or fullness below the ribs on the left side.
Easy bruising.
Easy bleeding.
Sweating a lot while sleeping, so that you wake feeling covered in sweat.
Fever.
Bone pain.
Feeling full after eating a small amount of food."
Heart attack,"Symptoms of a heart attack vary. Some people have mild symptoms. Others have severe symptoms. Some people have no symptoms.
Common heart attack symptoms include:
Women may have atypical symptoms such as brief or sharp pain felt in the neck, arm or back. Sometimes, the first symptom sign of a heart attack is sudden cardiac arrest.
Pain or discomfort that spreads to the shoulder, arm, back, neck, jaw, teeth or sometimes the upper belly
Cold sweat
Fatigue
Heartburn or indigestion
Lightheadedness or sudden dizziness
Nausea
Shortness of breath"
Myocardial ischemia,"Some people who have myocardial ischemia don't have any signs or symptoms (silent ischemia).
Neck or jaw pain
Shoulder or arm pain
A fast heartbeat
Shortness of breath when you are physically active
Nausea and vomiting
Sweating
Fatigue"
Myocarditis,"Some people with early myocarditis don't have symptoms. Others have mild symptoms.
Common myocarditis symptoms include:
Chest pain.
Fatigue.
Swelling of the legs, ankles and feet.
Rapid or irregular heartbeats, called arrhythmias.
Shortness of breath, at rest or during activity.
Lightheadedness or feeling like you might faint.
Flu-like symptoms such as headache, body aches, joint pain, fever or sore throat."
Myoclonus,"People with myoclonus often describe their symptoms as jerks, shakes or spasms that are:
Sudden
Brief
Involuntary
Shock-like
Variable in intensity and frequency
Occurring in one part of the body or all over the body
Sometimes severe enough to interfere with eating, speaking or walking"
Myofascial pain syndrome,"Symptoms of myofascial pain syndrome may include:
Deep, aching pain in a muscle.
Pain that doesn't go away or gets worse.
A tender knot in a muscle.
Trouble sleeping due to pain.
A general feeling of being not well, called malaise.
Tiredness."
Nearsightedness,"Nearsightedness symptoms may include:
Blurry vision when looking at distant objects.
The need to squint or partially close the eyelids to see clearly.
Headaches.
Eyestrain.
Constant squinting.
Seeming to not be aware of distant objects.
Blinking often.
Rubbing the eyes often.
Sitting close to the television or moving screens closer to the face."
